,plate,state,license_type,summons_number,issue_date,violation_time,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,summons_image
210,2731164,IN,PAS,9001639124,07/27/2022,09:10A,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,25.0,90.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkVWNVRrRTlQUT09&locationName=_____________________)
211,2731164,IN,PAS,9001639136,07/27/2022,09:11A,PLTFRM LFTS LWRD POS COMM VEH,,65.0,0.0,0.0,25.0,40.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkVWNlRtYzlQUT09&locationName=_____________________)
212,H18201,NY,PAS,4788470380,07/25/2022,01:55P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OUkUwMFRVRTlQUT09&locationName=_____________________)
213,79114ML,NY,COM,9001639148,07/27/2022,09:16A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,25.0,40.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkVVd1QwRTlQUT09&locationName=_____________________)
214,78777PC,NY,APP,9001639150,07/27/2022,09:19A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,25.0,40.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkVVeFRVRTlQUT09&locationName=_____________________)
215,XHPK67,NJ,PAS,9001639264,07/27/2022,09:58A,NO STANDING-BUS LANE,,115.0,0.0,0.0,0.0,115.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkVreVRrRTlQUT09&locationName=_____________________)
216,BLANKPLATE,99,999,1493094348,09/14/2023,11:11P,FIRE HYDRANT,,115.0,10.0,0.0,0.0,0.0,125.0,52.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkUwd1QwRTlQUT09&locationName=_____________________)
217,HTU7464,NY,PAS,4857169472,08/13/2023,07:48A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVEpQVkZFelRXYzlQUT09&locationName=_____________________)
218,JGW8903,NY,PAS,5128580430,07/01/2023,07:41A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOUkZGNlRVRTlQUT09&locationName=_____________________)
219,96618MJ,NY,COM,9001639392,07/27/2022,12:06P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkUwMVRXYzlQUT09&locationName=_____________________)
220,48055MC,NY,COM,9001639586,07/28/2022,09:23A,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,15.0,100.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkZVMFRtYzlQUT09&locationName=_____________________)
221,34139MM,NY,COM,9001639720,07/28/2022,10:16A,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkdONVRVRTlQUT09&locationName=_____________________)
222,ERE5795,NY,PAS,4788470755,07/25/2022,01:59P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OUkdNeFRsRTlQUT09&locationName=_____________________)
223,KGY6560,NY,PAS,9001639770,07/28/2022,11:09A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkdNelRVRTlQUT09&locationName=_____________________)
224,KWR2347,NY,PAS,4788470767,07/25/2022,01:59P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OUkdNeVRuYzlQUT09&locationName=_____________________)
225,10274AL,NY,AGR,9001639744,07/28/2022,10:32A,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,13.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkdNd1RrRTlQUT09&locationName=_____________________)
226,KVR9529,NY,PAS,9001639768,07/28/2022,11:08A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,13.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXWHBQVkdNeVQwRTlQUT09&locationName=_____________________)
227,NSJS48,FL,PAS,8969399410,02/06/2022,06:59A,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,49.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVUVFZQVkZGNFRVRTlQUT09&locationName=_____________________)
228,BLANKPLATE,99,999,1493094350,09/14/2023,11:14P,FRONT OR BACK PLATE MISSING,,65.0,10.0,0.0,0.0,0.0,75.0,52.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkUweFRVRTlQUT09&locationName=_____________________)
229,BLANKPLATE,99,999,1493094361,09/14/2023,11:17P,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,0.0,75.0,52.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkUweVRWRTlQUT09&locationName=_____________________)
230,KHM5873,NY,PAS,5124630462,11/24/2022,04:51P,FAILURE TO STOP AT RED LIGHT,03/02/2023,50.0,25.0,3.42,0.02,78.4,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVNUVXWHBOUkZFeVRXYzlQUT09&locationName=_____________________)
231,JED3480,NY,PAS,4857169526,08/13/2023,07:49A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVEpQVkZWNVRtYzlQUT09&locationName=_____________________)
232,47595MK,NY,COM,8919183818,02/10/2022,02:20P,INSP. STICKER-EXPIRED/MISSING,,65.0,30.0,0.0,0.0,95.0,0.0,5.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJOZW1kNFQwRTlQUT09&locationName=_____________________)
233,046P27,NV,PAS,4788471036,07/25/2022,02:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkVGNlRtYzlQUT09&locationName=_____________________)
234,NACR55,FL,PAS,4788471103,07/25/2022,02:02P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkVWM1RYYzlQUT09&locationName=_____________________)
235,T770319C,NY,OMT,4788470950,07/25/2022,02:01P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OUkdzeFRVRTlQUT09&locationName=_____________________)
236,GRU4587,NY,PAS,4788471152,07/25/2022,02:03P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkVVeFRXYzlQUT09&locationName=_____________________)
237,68758MH,NY,COM,9001645768,07/22/2022,02:53P,DOUBLE PARKING-MIDTOWN COMML,,115.0,0.0,0.0,115.0,0.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPVkdNeVQwRTlQUT09&locationName=_____________________)
238,KPW7033,NY,PAS,5128580490,07/01/2023,07:45A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOUkZFMVRVRTlQUT09&locationName=_____________________)
239,81916MA,NY,COM,9001645331,07/20/2022,02:17P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,5.0,60.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPVkUxNlRWRTlQUT09&locationName=_____________________)
240,KMA3394,NY,OMS,8950317760,01/28/2022,01:11P,NO PARKING-DAY/TIME LIMITS,,60.0,0.0,0.0,0.0,60.0,0.0,28.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGhPZW1NeVRVRTlQUT09&locationName=_____________________)
241,XFEE58,NJ,PAS,8950318453,02/03/2022,01:50P,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,40.0,25.0,0.0,20.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGhQUkZFeFRYYzlQUT09&locationName=_____________________)
242,KHL7658,NY,PAS,4827643076,02/18/2023,05:30P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJOZWtFelRtYzlQUT09&locationName=_____________________)
243,DPT3081,NY,PAS,4827643106,02/18/2023,05:30P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbmVVNTZXVEJOZWtWM1RtYzlQUT09&locationName=_____________________)
244,HFM5432,NY,PAS,2011024808,03/23/2023,11:49A,NO PARKING-STREET CLEANING,,65.0,0.0,0.0,0.0,65.0,0.0,114.0,Qns,DEPARTMENT OF SANITATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmVFMVVRWGxPUkdkM1QwRTlQUT09&locationName=_____________________)
245,HDD4995,NY,PAS,8919185244,02/17/2022,02:38P,NO STANDING-COMM METER ZONE,,115.0,30.0,0.0,0.0,145.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPVkVrd1RrRTlQUT09&locationName=_____________________)
246,XLZF49,NJ,PAS,9001645963,07/23/2022,08:38A,FAIL TO DSPLY MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPVkdzeVRYYzlQUT09&locationName=_____________________)
247,JPZ3903,NY,PAS,4788471322,07/25/2022,02:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUxNVRXYzlQUT09&locationName=_____________________)
248,RDB872,NY,ORG,4788471310,07/25/2022,02:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUxNFRVRTlQUT09&locationName=_____________________)
249,34739NC,NY,COM,8919185049,02/17/2022,12:15P,NO STANDING-DAY/TIME LIMITS,,115.0,0.0,0.0,0.0,115.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPVkVFd1QxRTlQUT09&locationName=_____________________)
250,KEL6707,NY,PAS,4788471358,07/25/2022,02:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUweFQwRTlQUT09&locationName=_____________________)
251,HSK7639,NY,PAS,4788471334,07/25/2022,02:04P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUxNlRrRTlQUT09&locationName=_____________________)
252,LDA9980,NY,PAS,1493094373,09/15/2023,12:07A,FIRE HYDRANT,,115.0,10.0,0.0,0.0,0.0,125.0,52.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkUwelRYYzlQUT09&locationName=_____________________)
253,G14PUR,NJ,PAS,5128580556,07/01/2023,07:47A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOUkZVeFRtYzlQUT09&locationName=_____________________)
254,LAO2728,NY,PAS,1493094427,07/27/2023,07:14P,DOUBLE PARKING,,115.0,10.0,0.0,0.0,0.0,125.0,52.0,,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkZGNVRuYzlQUT09&locationName=_____________________)
255,KSZ7839,NY,PAS,8919185840,02/19/2022,05:41P,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,0.0,95.0,0.0,1.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPVkdjd1RVRTlQUT09&locationName=_____________________)
256,99898ML,NY,COM,8919188129,03/02/2022,10:54A,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,0.0,65.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJQUkVWNVQxRTlQUT09&locationName=_____________________)
257,24183ML,NY,COM,4788471371,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUwelRWRTlQUT09&locationName=_____________________)
258,KTT4322,NY,PAS,8919187630,02/28/2022,02:30P,NO STANDING-EXC. TRUCK LOADING,07/28/2022,95.0,60.0,0.81,0.0,155.81,0.0,9.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPZWxsNlRVRTlQUT09&locationName=_____________________)
259,88635ML,NY,COM,9001646098,07/26/2022,08:29A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,0.0,65.0,0.0,18.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPYWtFMVQwRTlQUT09&locationName=_____________________)
260,79013MN,NY,COM,8919186080,02/21/2022,02:40P,FAIL TO DISP. MUNI METER RECPT,,65.0,30.0,0.0,0.0,95.0,0.0,1.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPYWtFMFRVRTlQUT09&locationName=_____________________)
261,59041MJ,NY,COM,8919185852,02/21/2022,12:27P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJPVkdjeFRXYzlQUT09&locationName=_____________________)
262,HCZ2121,NY,PAS,8992782184,07/30/2021,09:23A,INSP. STICKER-EXPIRED/MISSING,,65.0,10.0,0.0,0.0,75.0,0.0,90.0,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFZelJOYWtVMFRrRTlQUT09&locationName=_____________________)
263,XBHV70,NJ,PAS,8919188531,03/03/2022,11:43A,NO PARKING-DAY/TIME LIMITS,,65.0,0.0,0.0,0.0,65.0,0.0,9.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJQUkZWNlRWRTlQUT09&locationName=_____________________)
264,HOPE33,NY,ORG,4864297381,09/21/2023,06:07P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNUVTVFZPZWswMFRWRTlQUT09&locationName=_____________________)
265,KHM9579,NY,PAS,4857169563,08/13/2023,07:49A,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1VNTZSVEpQVkZVeVRYYzlQUT09&locationName=_____________________)
266,LDL2727,NY,OMS,4865175945,09/23/2023,09:18P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNVVSVE5PVkdzd1RsRTlQUT09&locationName=_____________________)
267,BB59764,CT,PAS,8950319780,02/11/2022,01:56P,FIRE HYDRANT,,115.0,0.0,0.0,0.0,115.0,0.0,32.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGhQVkdNMFRVRTlQUT09&locationName=_____________________)
268,NF1F76,FL,PAS,1493094439,07/27/2023,06:36P,DOUBLE PARKING,,115.0,10.0,0.0,0.0,0.0,125.0,52.0,BX,POLICE DEPARTMENT,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5VMTZRVFZPUkZGNlQxRTlQUT09&locationName=_____________________)
269,GCU6088,NY,PAS,5128580684,07/01/2023,07:54A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOUkZrMFRrRTlQUT09&locationName=_____________________)
270,JPE4740,NY,PAS,4788471401,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkZGM1RWRTlQUT09&locationName=_____________________)
271,JLE6271,NY,PAS,8969403899,03/09/2021,06:38A,FRONT OR BACK PLATE MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,45.0,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVVWGROZW1jMVQxRTlQUT09&locationName=_____________________)
272,KNC7098,NY,PAS,4788471413,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkZGNFRYYzlQUT09&locationName=_____________________)
273,KVZ9258,NY,PAS,5128580659,07/01/2023,07:53A,FAILURE TO STOP AT RED LIGHT,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmVVOUVWVFJOUkZreFQxRTlQUT09&locationName=_____________________)
274,GMV9686,NY,PAS,4788471383,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUwMFRYYzlQUT09&locationName=_____________________)
275,KMB9682,NY,PAS,4788471450,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkZFeFRVRTlQUT09&locationName=_____________________)
276,KVG1960,NY,PAS,4788471395,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkUwMVRsRTlQUT09&locationName=_____________________)
277,86609MB,NY,COM,9001646190,07/26/2022,10:55A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,25.0,40.0,0.0,18.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPYWtVMVRVRTlQUT09&locationName=_____________________)
278,BF13127,CT,PAS,8950320370,02/15/2022,05:46P,NO STANDING-EXC. TRUCK LOADING,,95.0,0.0,0.0,0.0,95.0,0.0,28.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGxOUkUwelRVRTlQUT09&locationName=_____________________)
279,JMF6227,NY,PAS,8950320356,02/15/2022,03:56P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,28.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGxOUkUweFRtYzlQUT09&locationName=_____________________)
280,BE99679,CT,PAS,8950320496,02/16/2022,01:58P,FAIL TO DSPLY MUNI METER RECPT,,35.0,0.0,0.0,0.0,35.0,0.0,34.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGxOUkZFMVRtYzlQUT09&locationName=_____________________)
281,KJB1902,NY,OMS,8950320228,02/15/2022,01:36P,INSP. STICKER-EXPIRED/MISSING,,65.0,0.0,0.0,0.0,65.0,0.0,28.0,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMUVUWGxOUkVsNVQwRTlQUT09&locationName=_____________________)
282,59041MJ,NY,COM,8919188865,03/04/2022,12:02P,DOUBLE PARKING,,115.0,0.0,0.0,0.0,115.0,0.0,1.0,NY,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOVVSVFJQUkdjeVRsRTlQUT09&locationName=_____________________)
283,HAE6494,NY,PAS,4788471504,07/25/2022,02:05P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak5FOUVVVE5OVkZWM1RrRTlQUT09&locationName=_____________________)
284,50484MC,NY,COM,9001646281,07/27/2022,07:59A,FAIL TO DISP. MUNI METER RECPT,,65.0,0.0,0.0,25.0,40.0,0.0,14.0,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDFSQmQwMVVXVEJPYWtrMFRWRTlQUT09&locationName=_____________________)
285,KZK5543,NY,PAS,4865176172,09/23/2023,09:36P,PHTO SCHOOL ZN SPEED VIOLATION,,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk1rNVVSVE5PYWtVelRXYzlQUT09&locationName=_____________________)
